reaction_id,ec4
21346,1.18.1.3
21346,1.14.12.11
21349,1.14.99.39
21355,1.1.2.7
23627,4.3.3.7
23628,1.17.1.8
23629,1.17.1.8
23630,2.3.1.89
23631,2.5.1.38
23632,2.7.2.4
23633,2.7.7.4
23634,1.1.3.46
23635,2.5.1.38
23636,1.13.11.46
23637,2.6.1.103
23637,2.6.1.B17
23643,1.14.13.-
23651,6.3.2.-
20788,2.4.1.117
20789,2.4.1.83
20790,2.4.1.142
20791,2.4.1.141
20792,2.7.8.15
20793,2.4.99.18
20794,2.4.1.132
20795,2.4.1.257
9182,2.3.1.30
9183,2.1.1.343
9184,2.1.1.343
9185,2.6.99.3
9186,3.5.3.25
9187,4.1.99.20
9188,6.3.3.5
9189,4.1.2.56
9190,1.10.3.15
9191,6.3.2.46
9192,6.3.2.47
9193,6.3.2.47
9194,6.3.2.47
9195,1.5.1.51
9196,2.5.1.140
9197,2.6.1.114
9198,2.6.1.114
9199,2.6.1.114
9200,2.7.1.225
9201,4.1.1.117
9202,6.3.2.54
9203,6.3.2.55
9204,6.3.2.56
9205,6.3.2.57
9206,6.3.2.58
9208,1.14.-.-
9209,6.3.5.-
9210,1.14.20.-
9211,4.5.1.-
9212,1.14.11.-
15607,6.4.1.3
15608,6.4.1.4
15609,5.4.99.2
15610,1.1.1.178
15611,1.4.1.9
15612,4.2.1.18
15613,1.3.8.1
15613,1.3.8.7
15613,1.3.8.5
15614,4.1.3.4
15615,2.3.1.16
15615,2.3.1.9
15616,2.3.3.10
15617,2.6.1.42
15617,2.6.1.6
15618,3.1.2.17
15619,1.2.7.7
15620,1.4.1.23
15621,6.2.1.16
15622,1.1.1.31
15623,2.6.1.42
15624,2.6.1.42
15625,1.2.7.7
15626,2.8.3.5
15627,3.1.2.4
15628,2.3.1.16
15629,4.2.1.150
15630,1.8.1.4
15631,2.6.1.40
15632,2.3.1.168
15633,1.2.1.27
15633,1.2.1.18
15634,1.3.8.1
15634,1.3.8.7
15634,1.3.8.5
15635,1.3.8.4
15635,1.3.8.7
15636,2.6.1.22
15637,4.2.1.150
15639,3.1.2.4
15639,3.1.2.20
15639,3.1.2.17
15640,4.2.1.17
15640,1.1.1.35
15641,1.4.3.2
15642,2.3.1.168
15643,6.2.1.-
15644,1.2.1.3
15644,1.2.1.31
15644,1.2.1.47
15645,1.2.3.1
15646,2.3.1.168
15647,1.2.4.4
15648,1.2.4.4
15649,1.2.4.4
15650,1.2.4.4
15651,1.2.4.4
15652,1.2.4.4
15653,1.2.7.7
4478,1.2.1.53
4479,1.14.14.9
4480,4.2.1.87
4481,4.2.1.88
4482,1.2.1.3
4483,1.4.3.4
4484,1.4.3.4
22002,3.11.1.2
22003,3.11.1.1
22004,2.6.1.37
22005,2.7.8.23
22006,5.4.2.9
22007,4.1.1.82
22008,3.11.1.3
22009,2.3.1.183
22010,1.1.1.309
22011,1.13.11.73
22012,2.7.8.37
22013,3.6.1.63
22014,3.1.4.55
22015,1.13.11.78
22016,1.14.11.46
22017,3.1.4.57
22018,3.1.4.57
22019,4.2.1.166
22020,2.7.7.93
22021,2.3.3.18
22022,2.3.3.19
22024,1.13.11.72
22025,1.13.11.89
22025,1.13.11.72
22026,1.1.1.309
22026,1.1.99.B6
22027,2.3.1.183
22029,2.3.1.280
22030,4.7.1.1
22031,2.7.7.15
22034,2.7.7.14
22037,2.7.8.1
22039,2.7.8.1
22039,2.7.8.2
22045,2.1.1.326
22047,2.1.1.326
17444,3.8.1.3
7098,6.3.2.13
7099,3.5.1.47
7100,1.1.1.3
7101,2.7.2.4
7101,1.1.1.3
7102,3.5.1.18
7103,4.1.1.20
7104,4.3.3.7
7105,1.2.1.11
7106,1.17.1.8
7107,1.17.1.8
7108,1.4.1.16
7109,1.5.1.7
7110,1.5.1.10
7111,4.2.1.36
7112,2.3.1.117
7113,2.3.1.89
7114,2.3.3.14
7115,2.6.1.17
7116,2.6.1.39
7117,2.7.2.4
7118,1.1.1.87
7118,1.1.1.286
7119,2.6.1.83
7120,4.2.1.114
7120,4.2.1.36
7121,5.4.99.58
7122,6.3.2.43
7125,2.6.1.-
7126,6.3.2.10
7127,1.2.1.95
7128,1.2.1.95
7129,1.2.1.95
7130,2.7.2.17
7131,1.2.1.103
7132,2.6.1.118
7133,3.5.1.130
7135,1.4.1.-
8558,4.2.3.6
8559,4.2.3.97
8560,4.2.3.21
8561,4.2.3.7
8562,4.2.3.22
8563,4.2.3.24
8564,4.2.1.125
8565,5.4.99.39
8566,5.4.99.41
8567,1.14.13.106
8568,1.14.13.106
8569,1.14.13.106
8570,1.14.13.106
8571,4.2.3.37
8572,4.2.3.38
8573,4.2.3.39
8574,4.2.3.40
8575,4.2.3.46
8576,4.2.3.47
8577,4.2.3.55
8578,4.2.3.59
8579,3.1.7.6
8580,4.2.3.48
8581,4.2.3.50
8582,4.2.3.56
8583,4.2.3.57
8584,4.2.3.58
8585,4.2.3.60
8586,5.5.1.17
8587,4.1.99.16
8588,4.2.3.61
8589,4.2.3.66
8590,4.2.3.67
8591,4.2.3.69
8592,4.2.3.70
8593,4.2.3.71
8594,4.2.3.73
8595,4.2.1.124
8596,5.4.99.31
8597,5.4.99.32
8598,5.4.99.33
8599,5.4.99.35
8600,5.4.99.36
8601,4.2.3.75
8602,4.2.3.76
8603,4.2.1.128
8604,5.4.99.38
8605,5.4.99.40
8606,1.1.1.354
8606,1.1.1.347
8607,4.2.3.86
8608,4.2.3.78
8609,4.2.3.79
8610,5.4.99.57
8611,5.4.99.47
8612,2.5.1.103
8613,1.14.15.32
8614,4.2.1.138
8615,4.2.3.89
8616,4.2.3.198
8617,5.4.99.48
8618,5.4.99.52
8619,5.4.99.53
8620,5.4.99.54
8621,4.2.3.96
8622,4.2.3.104
8623,4.2.3.137
8624,4.2.3.23
8625,1.14.14.17
8626,5.4.99.17
8627,4.2.1.129
8628,4.2.3.9
8629,1.3.1.96
8629,1.3.1.97
8629,2.5.1.103
8629,2.5.1.21
8630,1.14.14.149
8631,1.14.14.150
8632,1.14.14.151
8633,1.14.14.151
8634,1.14.14.134
8635,4.2.1.123
8636,5.4.99.34
8637,5.4.99.37
8638,1.14.14.95
8639,1.14.14.95
19681,4.2.3.4
19682,1.1.1.24
19683,1.1.1.25
19684,4.1.1.48
19685,1.4.1.20
19686,1.3.1.43
19686,1.3.1.79
19686,1.3.1.12
19686,1.3.1.78
19687,4.2.1.10
19688,4.2.1.20
19689,2.6.1.58
19690,2.5.1.19
19691,2.4.2.18
19692,2.5.1.54
19693,2.6.1.57
19693,2.6.1.1
19693,2.6.1.27
19693,2.6.1.5
19694,2.7.1.71
19695,1.1.1.282
19696,1.1.1.24
19697,4.2.1.91
19698,5.3.1.24
19699,1.3.1.78
19700,4.2.1.118
19701,2.2.1.10
19702,2.2.1.11
19703,2.2.1.11
19704,1.4.1.24
19705,1.4.3.2
19706,1.4.3.2
19707,2.6.1.57
19707,2.6.1.1
19707,2.6.1.27
19708,2.6.1.58
19709,4.2.3.5
19710,5.4.99.5
19711,4.1.3.27
19712,4.2.1.51
19713,1.3.1.12
19714,1.3.1.13
19715,2.6.1.78
19716,2.6.1.79
19717,4.1.2.8
19718,4.2.1.122
19719,3.3.2.13
19720,4.1.3.45
19721,1.4.1.5
19721,1.4.1.20
19722,4.2.1.96
19723,1.1.5.8
19724,4.1.3.27
19728,1.1.5.8
21075,1.3.8.2
21076,1.3.8.2
21077,1.3.8.2
21078,2.5.1.103
21079,2.5.1.96
21080,1.2.1.M7
21081,1.14.99.M5
21082,2.4.1.M33
21083,2.3.1.M49
15839,2.1.1.111
17806,3.2.1.105
17807,1.14.11.20
17808,1.3.1.73
17809,2.1.1.99
17810,2.5.1.34
17811,4.3.3.2
17812,3.1.1.80
17813,3.1.1.80
17814,1.1.1.332
17815,1.5.1.44
17816,2.1.1.261
17817,2.3.1.205
17818,2.5.1.100
17819,1.5.1.46
17820,1.3.1.100
17821,1.1.99.41
17822,1.1.99.41
17823,2.1.1.345
17824,2.1.1.345
17825,2.7.1.222
17826,4.1.1.28
17826,4.1.1.105
17827,2.7.1.222
17828,1.5.1.32
17829,1.14.14.103
17830,1.1.1.273
17831,1.14.14.104
17832,2.1.1.94
17833,2.3.1.107
17834,2.3.1.160
17835,2.4.1.219
17836,3.1.1.78
17837,3.2.1.125
17838,1.14.14.136
17839,1.14.14.50
17840,1.14.14.50
17841,1.14.99.59
17842,1.3.1.36
17846,4.1.1.105
17849,2.1.1.M48
17850,2.5.1.34
17857,1.14.14.-
17876,1.14.14.-
17877,3.2.1.125
23162,6.2.1.32
23163,3.3.2.15
23164,5.3.3.17
23165,1.14.13.182
23166,2.5.1.121
23167,1.14.13.218
23168,2.1.1.327
23169,3.1.2.32
23170,1.10.3.16
23171,1.10.3.16
23172,1.10.3.16
23173,2.3.1.230
23174,4.1.3.27
23175,2.6.1.86
23176,1.10.3.16
23178,1.14.13.218
23188,2.3.1.230
23189,2.3.1.262
23190,2.3.1.262
15360,4.1.1.28
15361,1.13.11.29
15362,1.10.3.1
15362,1.14.18.1
15364,2.1.1.6
15365,1.10.3.1
15365,1.14.18.1
8669,1.21.1.2
8670,3.8.1.7
8671,1.14.12.13
8672,3.5.5.6
8672,3.5.5.1
8673,6.2.1.33
8674,5.5.1.1
8675,3.8.1.7
8676,6.2.1.25
8676,6.2.1.32
8676,6.2.1.33
8676,6.2.1.27
8677,1.3.1.32
8678,1.13.11.1
8679,1.14.13.50
8680,3.1.1.45
8681,1.13.11.M6
8683,4.2.1.84
8688,1.14.12.10
8688,1.18.1.-
8689,1.14.12.10
8689,1.18.1.-
8694,1.14.12.10
8694,1.18.1.-
8695,1.14.12.10
8695,1.18.1.-
8696,1.14.12.10
8696,1.18.1.-
8697,1.3.1.25
8698,1.3.1.25
8699,1.3.1.25
8700,5.5.1.7
8701,3.1.1.45
9343,1.14.13.84
9346,1.13.11.41
13281,2.6.1.57
13281,2.6.1.1
13281,2.6.1.27
13281,2.6.1.5
13282,2.1.1.284
13283,2.1.1.285
13284,2.1.3.12
13285,2.4.1.302
13286,2.5.1.111
13287,6.3.1.15
13288,1.13.11.83
13289,1.13.12.23
13290,1.3.1.12
13291,1.3.8.14
13292,6.2.1.53
13303,2.4.1.302
13303,2.1.1.285
13305,2.4.1.302
13306,2.1.1.285
13308,6.3.1.15
13309,6.3.1.15
13310,6.3.1.15
13310,2.1.1.284
10063,2.3.1.155
10063,2.3.1.16
10064,4.2.1.17
10065,1.3.1.8
10066,2.3.1.16
10067,4.2.1.17
10068,3.1.2.2
10069,4.2.1.119
10070,1.3.1.93
10071,4.2.1.134
10072,1.1.1.211
10073,1.1.1.35
10074,1.1.1.35
10075,1.1.1.35
10076,2.3.1.16
10076,2.3.1.9
10077,2.3.1.16
10078,2.3.1.16
10079,2.3.1.16
10080,4.2.1.150
10081,4.2.1.17
10082,4.2.1.17
10083,4.2.1.17
10084,4.2.1.17
10085,1.3.1.8
10086,1.1.1.35
10086,1.1.1.M19
10086,1.1.1.211
10086,1.1.1.36
10087,1.1.1.330
10088,2.3.1.199
10089,1.3.1.38
10089,1.3.1.8
10089,1.3.1.44
10089,1.3.1.10
10090,1.3.1.38
10090,1.3.1.8
10090,1.3.1.10
10091,1.3.1.38
10091,1.3.1.8
10092,1.3.1.38
10092,1.3.1.8
10092,1.3.1.39
10092,1.3.1.10
10093,1.3.1.38
10093,1.3.1.8
10094,4.2.1.17
10094,1.1.1.35
10094,1.1.1.211
10095,2.3.1.16
10096,1.1.1.35
10096,1.1.1.211
10097,1.1.1.M19
10098,4.2.1.134
10098,4.2.1.17
10098,4.2.1.74
10098,4.2.1.119
4587,3.7.1.2
4588,1.2.1.39
4589,1.13.11.5
4590,1.14.14.11
4591,1.14.13.63
4592,3.5.1.4
4592,3.5.1.11
4592,3.5.1.86
4593,4.2.1.54
4595,4.8.1.d
4596,1.14.14.54
4597,3.5.1.4
4598,3.5.5.1
4598,3.5.5.7
4598,4.2.1.84
4598,3.5.5.5
4599,3.5.5.7
4600,2.8.3.12
4600,2.8.3.1
4601,4.2.1.84
4602,4.2.1.84
4604,2.8.3.1
4605,1.3.1.19
4606,3.7.1.9
4607,1.13.11.2
18586,3.2.1.21
18587,3.2.1.176
7483,1.5.99.12
7484,2.4.1.215
7485,1.3.1.69
7486,2.5.1.27
7487,2.4.1.203
7488,2.4.1.203
7488,2.4.2.40
7489,2.5.1.50
7490,2.5.1.112
7491,2.5.1.112
7492,2.5.1.24
7493,3.2.2.7
7493,3.2.2.3
7501,2.4.1.-
7502,2.5.1.75
7516,2.4.1.118
17357,6.3.2.14
17358,1.3.1.28
17359,3.3.2.1
17360,5.4.4.2
17361,4.2.99.21
8479,6.3.3.3
8480,2.6.1.62
8481,2.1.1.197
8482,3.1.1.85
8483,1.14.14.46
8484,2.6.1.105
8485,6.2.1.14
8486,3.5.1.12
8487,2.3.1.47
8488,6.3.4.11
8488,6.2.1.11
8488,6.3.4.9
8488,6.3.4.15
8488,6.3.4.10
8489,2.3.1.47
8490,1.1.1.100
8491,4.2.1.59
8492,2.8.1.6
8493,6.2.1.11
8495,6.3.4.9
8495,6.3.4.10
8495,6.3.4.15
8495,6.3.4.11
8496,2.3.1.41
8496,2.3.1.179
8497,1.1.1.100
8499,1.3.1.9
8499,1.3.1.10
8500,2.3.1.41
8500,2.3.1.179
8501,1.3.1.9
8501,1.3.1.10
8502,1.-.-.-
8503,2.3.1.41
8503,2.3.1.179
8504,2.3.1.41
8504,2.3.1.179
8505,2.3.1.47
13580,1.13.12.20
13581,1.1.1.349
13582,1.1.1.352
13583,1.1.1.352
13584,1.1.1.353
13585,1.1.1.353
13586,2.1.1.110
13587,3.1.1.94
13588,3.1.1.94
13589,4.2.1.142
13590,4.2.1.143
13591,6.4.1.2
13592,2.1.1.109
13593,2.1.1.109
13594,2.1.1.110
13595,2.3.1.221
13596,1.1.1.353
13597,1.14.14.116
13598,1.14.14.116
13599,1.14.14.117
13600,1.14.14.117
11972,3.1.4.12
11973,3.1.4.41
11974,3.1.6.8
11975,1.1.1.102
11976,4.1.2.27
11977,2.3.1.24
11978,2.3.1.50
11979,2.4.1.23
11980,2.7.1.91
11981,2.7.1.138
11982,2.7.8.10
11983,2.7.8.3
11984,2.8.2.11
11985,2.7.8.27
11986,3.5.1.23
11987,2.4.1.47
11988,2.4.1.80
11989,2.7.1.91
11990,3.1.3.4
11993,3.2.1.62
11993,3.2.1.45
11993,3.2.1.21
11993,3.2.1.104
11994,3.2.1.46
11995,2.4.1.274
11996,1.14.18.5
11997,1.14.19.17
11998,2.3.1.291
11998,2.3.1.24
11998,2.3.1.299
11998,2.3.1.297
11998,2.3.1.298
11999,3.1.3.4
12000,3.5.1.23
12001,3.5.1.23
12002,2.4.1.241
12003,2.8.2.11
12004,1.14.18.5
12006,2.3.1.24
12007,3.2.1.23
12008,3.2.1.18
12009,3.2.1.22
12011,2.3.1.24
12012,1.14.19.17
12013,2.3.1.24
7947,2.3.1.188
7948,1.2.1.42
7950,3.1.1.50
7951,2.3.1.75
7952,1.14.14.78
7952,1.14.14.80
7953,1.14.14.78
7953,1.14.14.129
7953,1.14.14.80
7956,1.1.-.-
7957,1.14.-.-
7958,1.14.-.-
7959,1.1.-.-
7960,1.1.-.-
7964,1.14.-.-
7965,1.14.-.-
7966,1.11.2.3
7967,1.11.2.3
7970,1.2.1.84
7971,2.3.1.20
7971,2.3.1.75
23845,4.2.3.15
23846,4.2.3.16
23847,5.5.1.8
23848,1.1.1.198
23849,1.1.1.223
23850,1.1.1.241
23851,1.1.1.243
23852,1.1.1.207
23853,1.1.1.208
23854,1.14.13.51
23855,4.2.3.20
23856,1.1.1.275
23857,4.2.3.10
23858,4.2.3.11
23859,4.2.3.25
23860,4.2.3.26
23861,1.14.13.105
23862,1.3.1.81
23863,1.3.1.81
23864,1.3.1.82
23865,4.2.1.127
23866,5.4.4.4
23867,1.1.1.324
23868,3.1.7.11
23869,4.2.3.111
23870,4.2.3.116
23871,4.2.3.117
23872,4.2.3.119
23873,4.2.3.120
23874,2.4.1.323
23875,1.1.1.386
23876,1.1.1.386
23877,3.6.1.68
23879,1.14.14.99
23880,1.14.14.51
23881,1.14.14.52
23882,1.14.19.62
23883,1.14.14.85
23884,2.1.1.50
23885,1.14.14.53
23886,1.14.14.143
23887,1.14.14.84
23888,1.14.14.84
23889,1.14.14.1
23890,2.4.1.324
23891,1.14.14.31
23892,1.14.14.161
23893,1.14.14.161
23894,1.14.14.161
23895,1.14.14.85
23896,2.1.1.50
23899,1.14.14.133
23902,1.14.19.62
23906,4.2.3.108
23907,1.14.14.-
23907,1.14.14.84
7166,1.14.11.59
7167,2.1.1.241
7168,2.4.1.202
7169,4.1.2.8
7170,1.14.14.153
7171,1.14.14.157
7172,1.14.14.109
7173,1.14.14.110
13128,3.3.2.6
13129,1.13.11.34
13130,1.13.11.34
13131,4.4.1.20
13132,3.4.13.19
13133,2.3.2.2
12252,3.1.1.41
12253,6.3.2.26
12254,1.21.3.1
12255,1.14.20.1
12256,2.6.1.74
12257,3.5.1.11
12257,3.5.1.93
12258,2.3.1.175
12259,1.14.11.26
12260,2.1.3.7
12261,3.5.1.11
12262,1.4.3.3
12263,3.5.2.6
12266,2.3.1.164
9789,4.2.1.46
9790,2.6.1.33
9791,2.7.7.24
9792,2.7.1.188
9793,2.7.1.187
9794,4.2.3.152
9795,1.14.11.52
9796,2.4.1.338
9797,3.1.3.101
9798,2.7.1.214
9799,2.7.7.91
9800,2.5.1.135
9805,2.7.7.91
9807,1.1.1.-
9810,2.7.7.91
9814,3.1.3.-
9836,3.1.1.59
9837,1.1.1.216
9838,1.1.3.16
9839,1.2.1.94
9840,1.14.19.21
9841,1.14.19.21
9842,2.1.1.325
9843,2.1.1.325
9844,1.14.99.22
9845,1.14.14.127
9846,1.14.14.128
9858,1.14.-.-
9859,3.1.3.-
9860,3.1.1.59
11253,4.2.3.7
11254,4.2.3.36
11255,5.5.1.15
11256,2.4.1.271
11257,2.4.1.271
11258,2.4.1.271
11259,1.14.15.32
11260,1.1.1.340
11261,1.14.19.8
11262,1.14.11.35
11263,1.14.11.36
11264,1.14.13.170
11265,1.14.13.171
11266,1.14.15.11
11267,1.21.3.7
11268,1.21.3.8
11269,2.3.1.206
11270,2.5.1.102
11271,4.4.1.26
11272,1.14.14.124
11273,2.4.1.330
11274,2.4.1.330
11275,2.4.1.330
11276,1.13.11.84
11277,1.13.11.84
11278,1.14.14.124
11279,1.14.14.125
11282,2.3.1.161
11285,3.1.2.31
11287,2.3.1.244
5804,3.1.3.51
5805,3.6.1.43
5806,2.4.1.117
5807,2.4.1.83
5808,2.4.1.142
5809,2.4.1.141
5810,2.7.1.108
5811,2.7.8.15
5812,3.1.4.48
5813,1.3.1.94
22468,2.7.7.40
10534,1.3.99.8
10535,1.1.3.47
10536,6.2.1.31
10539,1.2.3.1
21020,2.4.1.122
21021,2.4.1.50
21022,2.4.1.66
12091,2.3.1.125
12092,2.3.1.25
12093,2.7.1.93
12094,2.7.8.22
12095,1.1.1.101
12096,3.1.1.47
12097,3.3.2.2
12098,1.14.19.77
12099,2.3.1.121
12100,2.3.1.23
12100,2.3.1.63
12101,2.3.1.67
12102,3.3.2.2
12103,2.5.1.26
12104,2.7.8.2
12105,2.7.8.1
12106,2.7.8.2
12107,3.1.4.3
12108,3.1.3.59
12109,2.3.1.105
12110,3.1.3.4
12112,3.1.1.32
12112,3.1.1.3
12112,3.1.1.4
12113,3.1.4.-
12116,2.7.8.1
12117,3.1.4.4
12119,3.1.1.32
12119,3.1.1.3
12119,3.1.1.4
12120,3.1.4.39
12121,2.4.1.47
12122,2.8.2.11
24278,1.3.1.51
24279,2.3.1.115
24280,2.5.1.36
24281,2.5.1.36
24282,2.1.1.270
24283,4.2.1.105
24284,1.3.1.45
24285,2.1.1.46
24286,2.1.1.46
24287,2.3.1.115
24288,2.3.1.115
24289,2.3.1.115
24290,2.3.1.115
24291,2.4.1.170
24292,2.4.1.170
24293,2.4.1.170
24294,2.4.1.170
24295,1.14.20.5
24296,4.2.1.105
24297,2.1.1.150
24298,2.1.1.150
24299,1.1.1.348
24300,1.14.14.88
24301,1.14.14.89
24301,1.14.14.90
24302,1.14.14.93
24303,1.3.1.45
24304,1.3.1.46
24305,1.14.14.135
24306,4.2.1.105
24307,1.14.19.63
24308,1.14.19.63
24309,2.1.1.212
24310,1.14.14.87
24311,1.14.14.87
24312,1.14.14.135
24313,1.14.14.135
24314,1.14.14.88
24315,1.14.14.89
24315,1.14.14.90
24316,1.14.14.89
24316,1.14.14.90
24317,1.14.14.89
24317,1.14.14.90
24318,1.14.20.5
24319,4.2.1.139
24320,1.14.19.76
24321,1.14.19.76
24324,2.4.1.170
24325,2.3.1.115
24326,2.4.1.170
24328,1.14.14.135
24329,1.14.13.-
24330,1.14.14.87
24333,2.4.1.170
24334,2.3.1.115
24343,1.14.14.90
24344,1.3.1.45
24350,4.2.1.105
24351,2.1.1.212
6963,5.2.1.5
6964,1.13.11.45
6965,1.13.11.12
6966,1.13.11.58
6967,1.13.11.60
6968,1.13.11.62
6969,4.2.1.92
6969,5.4.4.5
6970,5.4.4.6
6971,1.14.19.3
6972,3.3.2.10
6973,1.14.19.39
6974,1.14.14.1
6974,1.14.13.32
6974,1.14.13.-
6974,1.14.14.51
6975,1.14.14.1
6975,1.14.13.32
6975,1.14.13.-
6975,1.14.14.51
6977,3.1.1.32
6977,3.1.1.3
6977,3.1.1.4
17400,2.7.4.21
17401,2.7.4.24
17401,2.7.4.21
17402,2.7.4.24
17402,2.7.4.21
17403,2.7.1.158
17404,2.7.4.24
17406,2.7.4.24
17407,2.7.4.24
17408,2.7.4.21
21584,2.7.9.3
21585,2.1.1.12
21586,2.9.1.1
21587,4.4.1.16
21588,1.8.1.9
21589,2.1.1.96
21590,4.4.1.11
21590,4.4.1.1
21590,4.4.1.13
21591,2.1.1.280
21592,4.4.1.11
21592,4.4.1.1
21592,4.4.1.13
21593,6.1.1.10
21594,2.7.7.4
21595,4.4.1.13
21596,2.1.1.14
21598,1.8.1.9
21599,2.5.1.48
21600,2.5.1.48
21601,2.7.1.164
21602,2.9.1.2
21606,2.6.1.7
14622,5.3.1.13
14623,2.4.1.182
14624,2.7.1.130
14625,2.7.7.38
14626,3.1.3.45
14627,2.4.2.43
14628,2.4.99.12
14629,2.4.99.13
14630,2.7.7.70
14631,2.7.7.71
14632,3.1.3.82
14633,3.1.3.83
14634,3.5.1.108
14635,3.6.1.54
14636,2.3.1.251
14637,2.3.1.251
14638,2.5.1.54
14638,2.5.1.55
14639,2.3.1.191
14640,2.7.1.167
14641,2.7.1.168
14642,2.3.1.129
14643,2.7.1.166
14644,2.7.4.29
14645,2.3.1.243
14646,2.3.1.241
14647,5.3.1.28
14649,2.7.8.42
14650,2.7.8.43
14651,2.7.8.43
14652,3.1.1.-
14653,3.1.1.-
14654,2.3.1.251
14655,3.1.3.-
14656,2.7.8.43
14657,3.1.3.-
14658,2.4.2.43
14659,1.14.11.-
14660,2.3.1.251
14661,3.2.1.144
14662,2.3.1.243
14663,2.3.1.242
14664,2.3.1.191
14665,2.3.1.129
15510,2.1.1.104
15511,2.3.1.133
15512,2.3.1.95
15513,2.3.1.146
15514,2.1.1.240
15515,2.3.1.211
15516,2.3.1.217
15517,2.3.1.218
15518,2.3.1.218
15519,2.3.1.219
15520,2.3.1.219
15521,2.3.1.133
15524,2.3.1.217
15525,1.14.14.96
15526,1.14.14.96
15542,1.14.14.91
22677,2.1.1.75
22678,2.1.1.42
22679,2.1.1.82
22680,2.1.1.83
22681,2.4.1.105
22682,2.4.1.106
22683,2.4.1.189
22684,2.4.1.190
22685,2.4.1.191
22686,2.4.1.81
22687,2.4.2.25
22688,2.8.2.25
22689,2.8.2.27
22690,2.8.2.26
22691,2.8.2.28
22692,2.1.1.153
22693,2.1.1.155
22694,2.4.1.234
22695,2.1.1.42
22696,2.4.1.81
22697,2.4.1.91
22698,2.4.1.91
22699,2.8.2.28
22700,2.4.1.239
22701,2.4.1.239
22702,2.4.1.240
22704,2.1.1.267
22705,2.1.1.267
22706,2.4.1.159
22707,1.14.14.81
22707,1.14.14.82
22708,1.14.14.81
22708,1.14.14.82
22709,2.3.1.115
22710,2.3.1.116
22711,2.4.1.240
22712,2.4.2.35
22713,2.4.1.159
22713,2.4.1.B53
22715,2.4.1.236
22717,2.4.1.236
22719,2.3.1.173
22720,2.4.2.35
22724,3.2.1.31
22725,2.4.1.-
22726,1.14.14.81
21950,2.4.1.135
21951,2.4.2.26
7358,6.4.1.5
7359,1.1.1.183
7360,4.1.3.26
7361,4.2.1.57
7362,1.2.1.86
7363,1.1.1.347
7367,1.1.1.216
7367,1.1.1.183
7367,1.1.1.324
7368,1.1.1.183
7369,1.1.1.183
7371,6.2.1.-
7372,1.3.99.-
7374,1.1.1.35
11099,2.5.1.145
11100,3.4.23.36
11101,2.3.1.269
23569,6.3.3.4
23570,1.14.11.21
23571,2.5.1.66
23572,3.5.3.22
23573,1.14.11.21
23574,1.14.11.21
8033,2.2.1.12
8034,3.1.2.14
8034,3.1.2.21
8035,1.3.8.14
8041,6.2.1.53
8047,2.6.1.-
8048,3.1.2.21
23736,1.3.1.66
23737,1.1.1.311
23738,6.4.1.8
23739,1.17.99.2
23740,1.13.11.16
23741,6.2.1.-
23742,2.3.1.16
23743,3.7.1.-
23744,1.14.12.12
23744,1.18.1.7
23745,1.14.12.12
23745,1.18.1.7
23746,1.14.12.12
23746,1.18.1.7
23747,1.14.12.12
23747,1.18.1.7
23748,1.14.12.-
6309,2.3.-.-
6310,2.7.-.-
6311,2.7.-.-
6312,2.7.-.-
16173,2.4.1.228
16174,2.4.1.79
16175,3.2.1.22
16176,3.2.1.49
16177,2.4.1.88
16179,2.4.99.4
11955,4.2.1.46
11956,2.6.1.103
11957,1.1.3.46
11958,1.13.11.80
11959,2.3.1.246
11960,4.2.1.159
11961,1.13.11.46
11962,2.6.1.103
11962,2.6.1.B17
6736,2.4.1.148
6737,2.4.99.4
6738,2.4.1.122
6739,2.4.1.102
6739,2.4.1.146
6740,2.4.1.147
6741,2.4.99.3
10583,2.4.1.135
10584,2.4.1.223
10585,2.4.2.26
13754,2.4.1.17
13755,2.4.1.17
13756,2.4.1.17
13757,1.14.13.8
13758,3.1.1.1
13759,1.14.13.32
13759,1.14.13.-
13759,1.14.14.51
13760,1.14.14.1
13760,1.14.13.32
13761,1.14.14.1
13762,1.14.13.32
13763,1.14.14.1
13764,1.14.14.1
13764,1.14.14.51
13765,1.14.13.32
13766,1.14.13.32
13767,1.14.14.1
13768,1.14.13.32
13769,1.14.13.32
13770,1.14.13.32
13771,1.14.13.32
13772,1.14.13.32
13775,2.5.1.18
13775,5.3.99.2
13776,1.1.1.1
13776,1.1.1.284
13777,1.2.1.5
13778,1.2.1.5
13780,1.14.13.32
13780,1.14.13.-
13780,1.14.14.51
13781,1.14.14.1
13781,1.14.13.32
13781,1.14.13.-
13782,1.14.14.1
13782,1.14.13.32
13782,1.14.13.-
13788,1.14.14.1
13788,1.14.13.32
13789,1.14.14.1
13789,1.14.13.32
13790,3.1.1.1
13797,1.14.13.32
13797,1.14.13.-
13798,1.14.13.32
13798,1.14.13.-
13800,1.1.1.1
13800,1.1.1.284
13801,1.2.1.5
13803,1.1.1.1
13803,1.1.1.284
13805,1.14.13.32
13805,1.14.13.-
13810,1.14.13.32
13815,1.14.13.-
13815,1.14.14.51
13816,1.14.13.-
13816,1.14.14.51
13817,1.14.13.-
13817,1.14.14.51
13818,1.14.13.-
13827,1.14.13.32
13828,1.14.13.32
13829,1.14.13.32
13830,1.14.13.32
13831,1.14.14.1
13831,1.14.13.32
13831,1.14.14.51
13832,1.14.14.1
